 1,   0,  -1,   -1,   4.125,  63.473,    0.000,   -0.6,  -1.3,   1.0,   0.0,  0.0,  0.0
 3,   1,   0,   11,   1.441,  19.743,    9.872,   -1.7,  -6.0,  -3.6,  -2.1, -9.4, -9.2
 3,   2,   1,   11,   1.441,  19.743,   29.615,   -3.8, -15.4, -12.8,  -2.1, -9.4, -9.2
 3,   3,   2,   11,   1.441,  19.743,   49.359,   -6.0, -24.8, -21.9,  -2.1, -9.4, -9.2
 3,   4,   3,   18,   1.009,  19.078,   68.769,  -10.5, -33.8, -30.7,  -7.0, -8.6, -8.4
 3,   5,   4,   18,   1.009,  19.078,   87.847,  -17.5, -42.4, -39.1,  -7.0, -8.6, -8.4
 3,   6,   5,   20,   0.720,  17.561,  106.166,  -21.4, -48.0, -34.9,  -0.9, -2.6, 16.8
 3,   7,   6,   42,   0.400,  19.722,  124.808,  -27.9, -49.9, -27.2, -12.0, -1.2, -1.3
 3,   8,   7,   42,   0.400,  19.722,  144.530,  -39.9, -51.1, -28.5, -12.0, -1.2, -1.3
 3,   9,   8,   42,   0.400,  19.722,  164.253,  -51.9, -52.3, -29.8, -12.0, -1.2, -1.3
 3,  10,   9,   42,   0.400,  19.722,  183.975,  -63.9, -53.5, -31.1, -12.0, -1.2, -1.3
 3,  11,  10,   57,   0.247,  23.712,  205.693,  -70.6, -60.0, -31.5,  -1.3,-11.9,  0.4
 3,  12,  11,   57,   0.247,  23.712,  229.405,  -71.9, -71.8, -31.1,  -1.3,-11.9,  0.4
 3,  13,  12,   57,   0.247,  23.712,  253.117,  -73.3, -83.7, -30.7,  -1.3,-11.9,  0.4
 3,  14,  13,   57,   0.247,  23.712,  276.829,  -74.6, -95.6, -30.3,  -1.3,-11.9,  0.4
 3,  15,  14,   57,   0.247,  23.712,  300.540,  -76.0,-107.4, -29.9,  -1.3,-11.9,  0.4
 3,  16,  15,   57,   0.247,  23.712,  324.252,  -77.3,-119.3, -29.5,  -1.3,-11.9,  0.4
 3,  17,   6,   59,   0.560,   6.433,  118.163,  -24.6, -50.7, -26.5,  -5.5, -2.8,  0.0
 3,  18,  17,   67,   0.560,  23.955,  133.358,  -28.3, -60.1, -27.8,  -1.9,-16.1, -2.5
 3,  19,  18,   69,   0.524,  16.258,  153.465,  -32.0, -74.8, -32.0,  -5.5,-13.3, -6.0
 3,  20,  19,   72,   0.400,   8.275,  165.731,  -36.2, -85.2, -35.0,  -3.0, -7.4,  0.0
 3,  21,  20,   75,   0.400,  14.488,  177.113,  -40.2, -94.1, -30.8,  -4.9,-10.5,  8.5
 3,  22,  21,  106,   0.240,  23.926,  196.320,  -43.5,-106.2, -27.2,  -1.8,-13.7, -1.4
 3,  23,  22,  106,   0.240,  23.926,  220.245,  -45.3,-119.9, -28.6,  -1.8,-13.7, -1.4
 3,  24,  23,  106,   0.240,  23.926,  244.171,  -47.1,-133.6, -30.1,  -1.8,-13.7, -1.4
 3,  25,  24,  106,   0.240,  23.926,  268.097,  -48.8,-147.3, -31.5,  -1.8,-13.7, -1.4
 3,  26,  25,  106,   0.240,  23.926,  292.023,  -50.6,-161.0, -32.9,  -1.8,-13.7, -1.4
 3,  27,  26,  106,   0.240,  23.926,  315.949,  -52.4,-174.7, -34.4,  -1.8,-13.7, -1.4
 3,  28,  27,  106,   0.240,  23.926,  339.875,  -54.2,-188.4, -35.8,  -1.8,-13.7, -1.4
 3,  29,  21,  141,   0.240,  22.290,  195.502,  -44.2,-104.6, -28.8,  -3.2,-10.7, -4.5
 3,  30,  29,  141,   0.240,  22.290,  217.791,  -47.5,-115.3, -33.3,  -3.2,-10.7, -4.5
 3,  31,  30,  141,   0.240,  22.290,  240.081,  -50.7,-126.0, -37.8,  -3.2,-10.7, -4.5
 3,  32,  31,  141,   0.240,  22.290,  262.371,  -53.9,-136.6, -42.3,  -3.2,-10.7, -4.5
 3,  33,  32,  141,   0.240,  22.290,  284.661,  -57.2,-147.3, -46.8,  -3.2,-10.7, -4.5
 3,  34,  33,  141,   0.240,  22.290,  306.951,  -60.4,-157.9, -51.3,  -3.2,-10.7, -4.5
 3,  35,  34,  141,   0.240,  22.290,  329.241,  -63.6,-168.6, -55.8,  -3.2,-10.7, -4.5
 3,  36,  20,  144,   0.400,   9.883,  174.810,  -36.4, -92.3, -33.8,   2.8, -7.0,  2.5
 3,  37,  36,  170,   0.245,  22.012,  190.758,  -33.2,-102.9, -35.4,   3.6,-14.1, -5.8
 3,  38,  37,  170,   0.245,  22.012,  212.770,  -29.6,-117.0, -41.1,   3.6,-14.1, -5.8
 3,  39,  38,  170,   0.245,  22.012,  234.782,  -26.0,-131.1, -46.9,   3.6,-14.1, -5.8
 3,  40,  39,  170,   0.245,  22.012,  256.794,  -22.4,-145.2, -52.6,   3.6,-14.1, -5.8
 3,  41,  40,  170,   0.245,  22.012,  278.806,  -18.8,-159.3, -58.4,   3.6,-14.1, -5.8
 3,  42,  41,  170,   0.245,  22.012,  300.818,  -15.2,-173.4, -64.1,   3.6,-14.1, -5.8
 3,  43,  18,  183,   0.240,  16.431,  153.551,  -32.5, -72.9, -28.4,  -6.5, -9.4,  1.3
 3,  44,  43,  183,   0.240,  16.431,  169.982,  -38.9, -82.2, -27.1,  -6.5, -9.4,  1.3
 3,  45,  44,  219,   0.398,  22.724,  189.560,  -44.6, -93.5, -27.8,  -4.9,-13.1, -2.7
 3,  46,  45,  219,   0.398,  22.724,  212.284,  -49.5,-106.6, -30.5,  -4.9,-13.1, -2.7
 3,  47,  46,  219,   0.398,  22.724,  235.008,  -54.4,-119.7, -33.1,  -4.9,-13.1, -2.7
 3,  48,  47,  219,   0.398,  22.724,  257.733,  -59.2,-132.8, -35.8,  -4.9,-13.1, -2.7
 3,  49,  48,  219,   0.398,  22.724,  280.457,  -64.1,-145.9, -38.5,  -4.9,-13.1, -2.7
 3,  50,  49,  219,   0.398,  22.724,  303.181,  -69.0,-159.0, -41.1,  -4.9,-13.1, -2.7
 3,  51,  50,  219,   0.398,  22.724,  325.906,  -73.8,-172.1, -43.8,  -4.9,-13.1, -2.7
 3,  52,  51,  219,   0.398,  22.724,  348.630,  -78.7,-185.2, -46.4,  -4.9,-13.1, -2.7
 3,  53,  17,  222,   0.523,  16.769,  129.765,  -30.8, -55.7, -24.3,  -6.8, -7.2,  4.5
 3,  54,  53,  223,   0.400,   0.488,  138.393,  -34.3, -59.6, -22.0,  -0.2, -0.4,  0.0
 3,  55,  54,  225,   0.400,  15.444,  146.359,  -32.3, -63.4, -15.5,   4.2, -7.2, 13.0
 3,  56,  55,  253,   0.242,  22.832,  165.497,  -32.0, -75.2,  -8.6,  -3.6,-16.6,  0.8
 3,  57,  56,  253,   0.242,  22.832,  188.329,  -35.6, -91.8,  -7.8,  -3.6,-16.6,  0.8
 3,  58,  57,  253,   0.242,  22.832,  211.161,  -39.3,-108.4,  -7.1,  -3.6,-16.6,  0.8
 3,  59,  58,  253,   0.242,  22.832,  233.993,  -42.9,-125.0,  -6.3,  -3.6,-16.6,  0.8
 3,  60,  59,  253,   0.242,  22.832,  256.825,  -46.5,-141.6,  -5.5,  -3.6,-16.6,  0.8
 3,  61,  60,  253,   0.242,  22.832,  279.657,  -50.2,-158.2,  -4.7,  -3.6,-16.6,  0.8
 3,  62,  61,  253,   0.242,  22.832,  302.489,  -53.8,-174.8,  -3.9,  -3.6,-16.6,  0.8
 3,  63,  62,  253,   0.242,  22.832,  325.321,  -57.4,-191.4,  -3.2,  -3.6,-16.6,  0.8
 3,  64,  63,  253,   0.242,  22.832,  348.153,  -61.1,-208.0,  -2.4,  -3.6,-16.6,  0.8
 3,  65,  54,  279,   0.400,  23.480,  150.377,  -38.6, -68.4, -20.3,  -8.4,-17.2,  3.4
 3,  66,  65,  279,   0.400,  23.480,  173.857,  -47.0, -85.6, -17.0,  -8.4,-17.2,  3.4
 3,  67,  66,  279,   0.400,  23.480,  197.337,  -55.4,-102.9, -13.6,  -8.4,-17.2,  3.4
 3,  68,  67,  279,   0.400,  23.480,  220.817,  -63.8,-120.1, -10.3,  -8.4,-17.2,  3.4
 3,  69,  68,  279,   0.400,  23.480,  244.296,  -72.2,-137.4,  -6.9,  -8.4,-17.2,  3.4
 3,  70,  69,  279,   0.400,  23.480,  267.776,  -80.6,-154.6,  -3.6,  -8.4,-17.2,  3.4
 3,  71,  70,  279,   0.400,  23.480,  291.256,  -89.0,-171.9,  -0.2,  -8.4,-17.2,  3.4
 3,  72,   5,  299,   0.240,  23.929,  109.351,  -21.5, -54.2, -37.7,  -1.0,-15.0, 11.2
 3,  73,  72,  299,   0.240,  23.929,  133.280,  -22.4, -69.2, -26.5,  -1.0,-15.0, 11.2
 3,  74,  73,  299,   0.240,  23.929,  157.209,  -23.4, -84.2, -15.3,  -1.0,-15.0, 11.2
 3,  75,  74,  299,   0.240,  23.929,  181.139,  -24.3, -99.2,  -4.1,  -1.0,-15.0, 11.2
 3,  76,  75,  316,   0.240,  24.988,  205.598,  -20.3,-117.4,   0.9,   9.1,-21.4, -1.1
 3,  77,  76,  316,   0.240,  24.988,  230.586,  -11.2,-138.8,  -0.2,   9.1,-21.4, -1.1
 3,  78,  77,  316,   0.240,  24.988,  255.575,   -2.1,-160.2,  -1.3,   9.1,-21.4, -1.1
 3,  79,  78,  316,   0.240,  24.988,  280.563,    6.9,-181.6,  -2.3,   9.1,-21.4, -1.1
 3,  80,  79,  316,   0.240,  24.988,  305.551,   16.0,-203.0,  -3.4,   9.1,-21.4, -1.1
 3,  81,  80,  316,   0.240,  24.988,  330.540,   25.1,-224.4,  -4.5,   9.1,-21.4, -1.1
 3,  82,  75,  323,   0.400,  14.259,  200.233,  -25.4,-112.4,   3.0,  -1.2,-11.4,  3.1
 3,  83,  82,  323,   0.400,  14.259,  214.493,  -26.6,-123.8,   6.1,  -1.2,-11.4,  3.1
 3,  84,  83,  342,   0.247,  24.477,  233.861,  -26.4,-139.2,   6.2,   1.6,-19.4, -3.0
 3,  85,  84,  342,   0.247,  24.477,  258.338,  -24.8,-158.6,   3.3,   1.6,-19.4, -3.0
 3,  86,  85,  342,   0.247,  24.477,  282.814,  -23.3,-177.9,   0.3,   1.6,-19.4, -3.0
 3,  87,  86,  342,   0.247,  24.477,  307.291,  -21.7,-197.3,  -2.7,   1.6,-19.4, -3.0
 3,  88,  87,  342,   0.247,  24.477,  331.768,  -20.2,-216.7,  -5.6,   1.6,-19.4, -3.0
 3,  89,  88,  342,   0.247,  24.477,  356.245,  -18.6,-236.0,  -8.6,   1.6,-19.4, -3.0
 3,  90,   3,  349,   0.784,  20.097,   69.279,   -4.0, -31.3, -32.2,   6.1, -3.7,-11.4
 3,  91,  90,  349,   0.784,  20.097,   89.376,    2.2, -35.0, -43.6,   6.1, -3.7,-11.4
 3,  92,  91,  349,   0.784,  20.097,  109.473,    8.3, -38.7, -55.0,   6.1, -3.7,-11.4
 3,  93,  92,  355,   0.565,  17.091,  128.066,   12.2, -44.3, -62.4,   1.6, -7.5, -3.4
 3,  94,  93,  355,   0.565,  17.091,  145.157,   13.8, -51.8, -65.8,   1.6, -7.5, -3.4
 3,  95,  94,  361,   0.717,  18.497,  162.951,   15.1, -58.3, -64.8,   1.0, -5.4,  5.5
 3,  96,  95,  361,   0.717,  18.497,  181.449,   16.1, -63.6, -59.3,   1.0, -5.4,  5.5
 3,  97,  96,  363,   0.560,  23.083,  202.239,   13.1, -69.4, -66.8,  -7.1, -6.3,-20.5
 3,  98,  97,  381,   0.560,  24.529,  226.045,    8.3, -79.2, -77.9,  -2.5,-13.2, -1.8
 3,  99,  98,  381,   0.560,  24.529,  250.574,    5.9, -92.4, -79.6,  -2.5,-13.2, -1.8
 3, 100,  99,  381,   0.560,  24.529,  275.103,    3.4,-105.6, -81.4,  -2.5,-13.2, -1.8
 3, 101, 100,  381,   0.560,  24.529,  299.632,    0.9,-118.8, -83.1,  -2.5,-13.2, -1.8
 3, 102,  97,  410,   0.400,  24.971,  226.266,   14.9, -77.1, -82.2,  10.7, -9.0,-10.5
 3, 103, 102,  410,   0.400,  24.971,  251.237,   25.6, -86.1, -92.7,  10.7, -9.0,-10.5
 3, 104, 103,  410,   0.400,  24.971,  276.209,   36.3, -95.1,-103.1,  10.7, -9.0,-10.5
 3, 105, 104,  410,   0.400,  24.971,  301.180,   47.0,-104.1,-113.6,  10.7, -9.0,-10.5
 3, 106, 105,  410,   0.400,  24.971,  326.151,   57.7,-113.1,-124.1,  10.7, -9.0,-10.5
 3, 107, 106,  410,   0.400,  24.971,  351.123,   68.4,-122.1,-134.5,  10.7, -9.0,-10.5
 3, 108,  96,  418,   0.560,  17.109,  199.252,   19.3, -68.8, -59.3,   5.2, -4.9, -5.5
 3, 109, 108,  418,   0.560,  17.109,  216.361,   24.5, -73.7, -64.8,   5.2, -4.9, -5.5
 3, 110, 109,  450,   0.400,  23.005,  236.418,   32.6, -80.4, -70.9,  10.9, -8.6, -6.8
 3, 111, 110,  450,   0.400,  23.005,  259.422,   43.4, -89.0, -77.8,  10.9, -8.6, -6.8
 3, 112, 111,  450,   0.400,  23.005,  282.427,   54.3, -97.6, -84.6,  10.9, -8.6, -6.8
 3, 113, 112,  450,   0.400,  23.005,  305.432,   65.1,-106.2, -91.5,  10.9, -8.6, -6.8
 3, 114, 113,  450,   0.400,  23.005,  328.437,   76.0,-114.8, -98.3,  10.9, -8.6, -6.8
 3, 115, 114,  450,   0.400,  23.005,  351.441,   86.9,-123.4,-105.2,  10.9, -8.6, -6.8
 3, 116, 115,  450,   0.400,  23.005,  374.446,   97.7,-131.9,-112.0,  10.9, -8.6, -6.8
 3, 117, 116,  450,   0.400,  23.005,  397.451,  108.6,-140.5,-118.9,  10.9, -8.6, -6.8
 3, 118, 117,  450,   0.400,  23.005,  420.455,  119.4,-149.1,-125.7,  10.9, -8.6, -6.8
 3, 119, 118,  450,   0.400,  23.005,  443.460,  130.3,-157.7,-132.6,  10.9, -8.6, -6.8
 3, 120, 109,  482,   0.400,  23.844,  236.838,   30.8, -81.3, -71.4,   7.2,-10.3, -7.8
 3, 121, 120,  482,   0.400,  23.844,  260.682,   38.0, -91.7, -79.2,   7.2,-10.3, -7.8
 3, 122, 121,  482,   0.400,  23.844,  284.527,   45.2,-102.0, -87.0,   7.2,-10.3, -7.8
 3, 123, 122,  482,   0.400,  23.844,  308.371,   52.5,-112.4, -94.8,   7.2,-10.3, -7.8
 3, 124, 123,  482,   0.400,  23.844,  332.216,   59.7,-122.7,-102.6,   7.2,-10.3, -7.8
 3, 125, 124,  482,   0.400,  23.844,  356.060,   67.0,-133.1,-110.4,   7.2,-10.3, -7.8
 3, 126, 125,  482,   0.400,  23.844,  379.905,   74.2,-143.4,-118.2,   7.2,-10.3, -7.8
 3, 127, 126,  482,   0.400,  23.844,  403.749,   81.5,-153.8,-126.0,   7.2,-10.3, -7.8
 3, 128, 127,  482,   0.400,  23.844,  427.594,   88.7,-164.1,-133.8,   7.2,-10.3, -7.8
 4, 129,   0,  506,   2.150,  13.005,    6.503,  -12.2,  45.1,   8.5,  -1.5,  3.3, 12.5
 4, 130, 129,  509,   2.384,  14.513,   20.262,  -15.9,  51.6,  11.9,  -5.9,  9.6, -5.8
 4, 131, 130,  510,   1.510,   0.925,   27.981,  -19.0,  56.8,   9.1,  -0.2,  0.9,  0.3
 4, 132, 131,  522,   0.901,  22.935,   39.911,  -24.3,  64.3,  12.3, -10.5, 14.1,  6.1
 4, 133, 132,  522,   0.901,  22.935,   62.846,  -34.8,  78.4,  18.4, -10.5, 14.1,  6.1
 4, 134, 133,  522,   0.901,  22.935,   85.781,  -45.3,  92.6,  24.5, -10.5, 14.1,  6.1
 4, 135, 134,  525,   0.880,  18.775,  106.636,  -54.5, 107.6,  29.4,  -7.8, 15.9,  3.8
 4, 136, 135,  535,   0.400,  19.893,  125.969,  -62.4, 122.8,  31.8,  -7.8, 14.5,  1.1
 4, 137, 136,  535,   0.400,  19.893,  145.862,  -70.2, 137.3,  32.9,  -7.8, 14.5,  1.1
 4, 138, 137,  535,   0.400,  19.893,  165.754,  -78.0, 151.8,  34.0,  -7.8, 14.5,  1.1
 4, 139, 135,  538,   0.400,   7.619,  119.832,  -59.9, 115.6,  34.4,  -3.0,  0.2,  6.3
 4, 140, 139,  561,   0.242,  25.212,  136.248,  -65.7, 117.2,  36.7,  -8.5,  2.8, -1.6
 4, 141, 140,  561,   0.242,  25.212,  161.459,  -74.2, 120.0,  35.0,  -8.5,  2.8, -1.6
 4, 142, 141,  561,   0.242,  25.212,  186.671,  -82.7, 122.8,  33.4,  -8.5,  2.8, -1.6
 4, 143, 142,  561,   0.242,  25.212,  211.883,  -91.2, 125.6,  31.7,  -8.5,  2.8, -1.6
 4, 144, 143,  561,   0.242,  25.212,  237.094,  -99.7, 128.5,  30.1,  -8.5,  2.8, -1.6
 4, 145, 134,  564,   0.560,  11.152,  102.824,  -48.4, 100.8,  31.6,   4.4,  2.4,  8.3
 4, 146, 145,  566,   0.696,  14.317,  115.559,  -44.6, 104.2,  38.8,   3.2,  4.4,  6.0
 4, 147, 146,  569,   0.720,  15.796,  130.616,  -41.9, 107.2,  40.8,   2.1,  1.6, -2.0
 4, 148, 147,  576,   0.593,  20.534,  148.781,  -40.9, 112.1,  43.4,  -0.0,  8.1,  7.4
 4, 149, 148,  576,   0.593,  20.534,  169.315,  -40.9, 120.2,  50.8,  -0.0,  8.1,  7.4
 4, 150, 149,  584,   0.560,  24.989,  192.077,  -42.6, 128.4,  58.3,  -3.4,  8.2,  7.5
 4, 151, 150,  584,   0.560,  24.989,  217.065,  -46.0, 136.6,  65.8,  -3.4,  8.2,  7.5
 4, 152, 151,  603,   0.403,  22.427,  240.773,  -47.5, 143.8,  72.6,   0.4,  6.1,  6.1
 4, 153, 152,  603,   0.403,  22.427,  263.200,  -47.1, 149.9,  78.7,   0.4,  6.1,  6.1
 4, 154, 153,  603,   0.403,  22.427,  285.626,  -46.8, 156.1,  84.8,   0.4,  6.1,  6.1
 4, 155, 154,  603,   0.403,  22.427,  308.053,  -46.4, 162.2,  90.9,   0.4,  6.1,  6.1
 4, 156, 149,  609,   0.560,  15.505,  187.335,  -41.8, 131.1,  52.9,  -1.7, 13.7, -3.3
 4, 157, 156,  609,   0.560,  15.505,  202.840,  -43.5, 144.8,  49.6,  -1.7, 13.7, -3.3
 4, 158, 157,  619,   0.400,  18.666,  219.925,  -45.0, 157.2,  52.4,  -1.3, 11.0,  8.8
 4, 159, 158,  619,   0.400,  18.666,  238.591,  -46.3, 168.2,  61.3,  -1.3, 11.0,  8.8
 4, 160, 159,  642,   0.244,  24.998,  260.423,  -48.4, 183.5,  70.0,  -2.7, 19.6,  8.6
 4, 161, 160,  642,   0.244,  24.998,  285.421,  -51.1, 203.2,  78.6,  -2.7, 19.6,  8.6
 4, 162, 161,  642,   0.244,  24.998,  310.419,  -53.8, 222.8,  87.3,  -2.7, 19.6,  8.6
 4, 163, 162,  642,   0.244,  24.998,  335.417,  -56.5, 242.4,  95.9,  -2.7, 19.6,  8.6
 4, 164, 157,  674,   0.400,  22.223,  221.703,  -41.4, 157.4,  51.9,   5.9, 11.5,  7.9
 4, 165, 164,  674,   0.400,  22.223,  243.926,  -35.5, 168.9,  59.8,   5.9, 11.5,  7.9
 4, 166, 165,  674,   0.400,  22.223,  266.149,  -29.6, 180.4,  67.7,   5.9, 11.5,  7.9
 4, 167, 166,  674,   0.400,  22.223,  288.372,  -23.7, 191.9,  75.6,   5.9, 11.5,  7.9
